course,lec,topic
SOEN6431,2,Evolution
SOEN6431,2,General_Idea
SOEN6431,2,Spiral_model
SOEN6431,2,Open_source
SOEN6431,2,Sequence_analysis
SOEN6431,2,Software_development_process
SOEN6431,2,SMLC
SOEN6431,2,Regression_testing
SOEN6431,2,Capillary_wave
SOEN6431,2,Solubility
SOEN6431,2,Internet_Standard
SOEN6431,2,CrossTalk
SOEN6431,2,Geneva
SOEN6431,2,Piscataway_people
SOEN6431,3,Hewlett-Packard
SOEN6431,3,Program_comprehension
SOEN6431,3,Problem_domain
SOEN6431,3,Parsing
SOEN6431,3,Lexical_analysis
SOEN6431,3,Source_code
SOEN6431,3,Interaction
SOEN6431,3,Software_bug
SOEN6431,3,Function_point
SOEN6431,3,Modular_decomposition
SOEN6431,3,Reading
SOEN6431,3,Backtracking
SOEN6431,3,Mental_representation
SOEN6431,3,Algorithm
SOEN6431,3,Inference
SOEN6431,3,Cognition
SOEN6431,3,Programming_domain
SOEN6431,3,Semantics
SOEN6431,3,Chongqing
SOEN6431,3,Procedural_programming
SOEN6431,3,Nature
SOEN6431,3,Modular_decomposition
SOEN6431,3,Modularity
SOEN6431,3,Structured_programming
SOEN6431,3,Bridge
SOEN6431,3,Computer_network
SOEN6431,3,Cognition
SOEN6431,3,Software_bug
SOEN6431,3,Spencer_Hastings
SOEN6431,3,Evolution
SOEN6431,3,Institute_of_Electrical_and_Electronics_Engineers
SOEN6431,3,Victor_Basili
SOEN6431,3,Traceability
SOEN6431,3,Institute_of_Electrical_and_Electronics_Engineers
SOEN6431,3,Washington_metropolitan_area
SOEN6431,3,Reverse_engineering
SOEN6431,3,Organizational_commitment
SOEN6431,3,Automation
SOEN6431,3,Traceability
SOEN6431,3,Privacy
SOEN6431,3,Commercial_off-the-shelf
SOEN6431,4,Reverse_engineering
SOEN6431,4,Gene_expression
SOEN6431,4,Object-oriented_programming
SOEN6431,4,Dead_code
SOEN6431,4,Inheritance_(object-oriented_programming)
SOEN6431,4,Parsing
SOEN6431,4,Abstract_syntax_tree
SOEN6431,4,Formal_grammar
SOEN6431,4,Programming_language
SOEN6431,4,Interview
SOEN6431,4,Construction
SOEN6431,4,Destructor_(computer_programming)
SOEN6431,4,IBM_Rational_Rose_XDE
SOEN6431,4,Unified_Modeling_Language
SOEN6431,4,Java_virtual_machine
SOEN6431,4,Instruction_pipelining
SOEN6431,4,Gene_expression
SOEN6431,4,Partition_of_a_set
SOEN6431,4,Programming_language
SOEN6431,4,Java_virtual_machine
SOEN6431,4,Machine_learning
SOEN6431,4,Americans_with_Disabilities_Act_of_1990
SOEN6431,4,California_Lutheran_University
SOEN6431,4,Formal_grammar
SOEN6431,4,Code_coverage
SOEN6431,4,Memory_management
SOEN6431,4,Offender_profiling
SOEN6431,4,Debugging
SOEN6431,4,Software_testing
SOEN6431,4,Decidability_(logic)
SOEN6431,4,Aliasing
SOEN6431,4,Abstract_syntax_tree
SOEN6431,4,String_theory
SOEN6431,4,Parse_tree
SOEN6431,4,Abstract_syntax_tree
SOEN6431,4,Wave_function
SOEN6431,4,Semantics
SOEN6431,4,Ford_Focus
SOEN6431,4,Definiteness_of_a_matrix
SOEN6431,4,Semantics
SOEN6431,4,Copy_propagation
SOEN6431,4,Strength_reduction
SOEN6431,4,Lattice_graph
SOEN6431,4,Gene_expression
SOEN6431,4,Dataflow
SOEN6431,4,Gene_expression
SOEN6431,4,Algorithm
SOEN6431,4,Upper_and_lower_bounds
SOEN6431,4,Graph_theory
SOEN6431,4,Register_allocation
SOEN6431,5,Control_flow_analysis
SOEN6431,5,The_Dominators
SOEN6431,5,Dot_product
SOEN6431,5,Graph_theory
SOEN6431,5,Committee_of_the_whole
SOEN6431,5,Dataflow
SOEN6431,5,Dependent_and_independent_variables
SOEN6431,5,Tricky_Stewart
SOEN6431,5,Graph_theory
SOEN6431,5,The_Dominators
SOEN6431,5,Interval_arithmetic
SOEN6431,5,Intermediate_representation
SOEN6431,5,XTR
SOEN6431,5,Graph_theory
SOEN6431,5,Multigraph
SOEN6431,5,Transitive_relation
SOEN6431,5,Antisymmetric_relation
SOEN6431,5,Intuition
SOEN6431,5,Imagine_Software
SOEN6431,5,Tranquility_(ISS_module)
SOEN6431,5,Graph_theory
SOEN6431,5,Connected_space
SOEN6431,5,Glossary_of_graph_theory_terms
SOEN6431,5,General_officer
SOEN6431,5,Algorithm
SOEN6431,5,Disjoint_sets
SOEN6431,5,Markov_chain
SOEN6431,5,Java_virtual_machine
SOEN6431,5,Fortran
SOEN6431,5,T-carrier
SOEN6431,5,Glossary_of_graph_theory_terms
SOEN6431,5,Markov_chain
SOEN6431,5,Tree_traversal
SOEN6431,5,Clarence_Thomas
SOEN6431,5,Robert_Stephenson
SOEN6431,5,Association_for_Computing_Machinery
SOEN6431,5,Computer_science
SOEN6431,5,Copenhagen
SOEN6431,6,A_Dictionary_of_Modern_English_Usage
SOEN6431,6,Conditional_(computer_programming)
SOEN6431,6,Gene_expression
SOEN6431,6,Gene_expression
SOEN6431,6,Split_album
SOEN6431,6,Algorithm
SOEN6431,6,Field_target
SOEN6431,6,Telephone_numbering_plan
SOEN6431,6,Web_server
SOEN6431,6,Inheritance_(object-oriented_programming)
SOEN6431,6,IEEE_754
SOEN6431,6,Doctor_of_Philosophy
SOEN6431,7,Legacy_system
SOEN6431,7,Computer_program
SOEN6431,7,Language_documentation
SOEN6431,7,Reliant_Motors
SOEN6431,7,Mainframe_computer
SOEN6431,7,Web_server
SOEN6431,7,Transaction_processing
SOEN6431,7,Database
SOEN6431,7,Transaction_processing
SOEN6431,7,Mainframe_computer
SOEN6431,7,Toilet_paper
SOEN6431,7,Object-oriented_programming
SOEN6431,7,Computer-aided_software_engineering
SOEN6431,7,Integer
SOEN6431,7,Payroll
SOEN6431,7,Data-flow_diagram
SOEN6431,7,Subsidy
SOEN6431,7,Paycheck
SOEN6431,7,Sustainability
SOEN6431,7,Asynchronous_transfer_mode
SOEN6431,7,Stateless_protocol
SOEN6431,7,Commercial_off-the-shelf
SOEN6431,7,Information_technology
SOEN6431,7,General_officer
SOEN6431,7,Leverage_(TV_series)
SOEN6431,7,Interoperability
SOEN6431,7,Database
SOEN6431,7,Middleware
SOEN6431,7,Commercial_off-the-shelf
SOEN6431,7,Automation
SOEN6431,7,Interaction
SOEN6431,7,Database
SOEN6431,7,Decomposition
SOEN6431,7,Merchant_Prince
SOEN6431,7,Cold_turkey
SOEN6431,7,Evolution
SOEN6431,7,Web_service
SOEN6431,7,Regression_analysis
SOEN6431,7,Overcome_(Alexandra_Burke_album)
SOEN6431,7,Workflow
SOEN6431,7,College_of_Osteopathic_Medicine_of_the_Pacific
SOEN6431,8,Doctor_of_Philosophy
SOEN6431,8,Bernhard_Horwitz
SOEN6431,8,Bogdan_I_of_Moldavia
SOEN6431,8,Janusz_the_Younger
SOEN6431,8,Source_code
SOEN6431,8,Regression_testing
SOEN6431,8,Debugging
SOEN6431,8,Reverse_engineering
SOEN6431,8,Compiler
SOEN6431,8,Dependent_and_independent_variables
SOEN6431,8,Graph_theory
SOEN6431,8,Routing
SOEN6431,8,Inter_Milan
SOEN6431,8,Debugging
SOEN6431,8,Algorithm
SOEN6431,8,Reaching_definition
SOEN6431,8,Control-flow_graph
SOEN6431,8,Transitive_relation
SOEN6431,8,SQL
SOEN6431,8,Weiser_River
SOEN6431,8,Thomas_W._Reps
SOEN6431,8,Michael_Binkley
SOEN6431,8,Association_for_Computing_Machinery
SOEN6431,8,Agrawal
SOEN6431,8,Joseph_Smith
SOEN6431,8,SIGPLAN
