course,lec,topic
COMP6741,7,Feature_extraction
COMP6741,7,Google
COMP6741,7,Usenet
COMP6741,7,Usenet_newsgroup
COMP6741,7,Processor_Direct_Slot
COMP6741,7,Apple_Inc.
COMP6741,7,NuBus
COMP6741,7,Computer
COMP6741,7,Tf–idf
COMP6741,7,Array_data_structure
COMP6741,7,Alt.atheism
COMP6741,7,Apache_Lucene
COMP6741,7,Web_server
COMP6741,7,Elasticsearch
COMP6741,7,Apache_Solr
COMP6741,7,Binary_file
